"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATF7IP",91.0728827822287,2.37063363579028,0.0838653475625196,28.2671413723413,8.76351132504906e-176,5.32374443045997e-174
"ATG9B",2.40481536090539,-2.52508165174926,0.544214690910945,-4.63986307962874,3.48640093445097e-06,6.74142345637073e-06
"ATM",125.781592915148,2.89436825747483,0.0997703441463867,29.0103064416427,4.8777061789585e-185,3.22422824736883e-183
"ATN1",154.431537915329,-2.34569424966544,0.121793322229354,-19.2596294010944,1.17214429848915e-82,2.21233021368927e-81
"ATP11B",73.5789304244487,2.01588092844827,0.0738121793075086,27.3109525739637,3.14393316168004e-164,1.67881555484018e-162
"ATP13A3",91.7231158330646,2.55728934955077,0.162164159250054,15.7697567784228,5.02428898676674e-56,6.15424132623959e-55
"ATP13A4",76.3102845352885,2.42226199340271,0.236889423638082,10.2252855201481,1.5277707304483e-24,8.34517648721398e-24
"ATP1B2",7.76598440143595,-2.11979173808657,0.320954832611626,-6.60464190813928,3.98479349102406e-11,1.07674817815264e-10
"ATP7A",24.7017054940073,2.50809688582972,0.0806408150859298,31.1020775665168,2.25765837790365e-212,1.8925231262818e-210
"ATP8A1",70.3405200556441,2.96737712515437,0.12370056847797,23.9883871324555,3.676115775615e-127,1.19394193101955e-125
"ATP8B4",13.1046052750874,2.33917707264027,0.160460076180758,14.5779381907135,3.88060648268052e-48,4.07477258730729e-47
"ATP9B",45.0427726280949,2.09098322504711,0.0712736024577316,29.337414595918,3.45845333338623e-189,2.35882237579365e-187
"ATRX",105.525016637371,3.39347696232935,0.0709840583676934,47.8061840977213,0,0
"B3GALT1",0.898616893251172,2.08785851501954,0.390980734358876,5.3400547176402,9.29185323307635e-08,2.00408592442591e-07
"BACH1",59.462811853169,2.84599655819665,0.102267357648504,27.8289830072507,1.9351052589282e-170,1.09570771359312e-168
"BAIAP2L2",1.02511576259737,-2.57363053632632,0.531447304806777,-4.84268245044922,1.28097920557541e-06,2.55591964645241e-06
"BARD1",9.50174586591158,2.25004871735023,0.1248334208522,18.0244096652149,1.25342748870052e-72,2.03326264518392e-71
"BAZ2B",96.8412295448755,3.45549005390151,0.0639901595035822,54.000335062582,0,0
"BBX",66.0149336642692,2.42958168501183,0.0701613338850702,34.6284990674733,9.41312556411928e-263,1.14832478934642e-260
"BCAT1",76.8196015137721,2.13844918096888,0.168456277256623,12.6943870290521,6.35253590037341e-37,5.10824229287798e-36
"BDP1",69.4195504763936,3.57277192645367,0.0691331549015318,51.6795730144599,0,0
"BEST4",2.51318137487611,-2.68632644591239,0.641866680130673,-4.18517821390183,2.84942458887787e-05,5.11859403281604e-05
"BIRC6",184.428810002509,3.34890677486597,0.0420801283899111,79.5840436567891,0,0
"BIVM-ERCC5",15.8159284787943,3.66290496086301,0.501532457812217,7.30342553868061,2.80532155777623e-13,8.63640746295287e-13
"BLOC1S5-TXNDC5",2.14090763022841,2.30809659442613,0.543918248858869,4.24346232042863,2.2009734270533e-05,3.99390570479318e-05
"BMP2K",54.0734010731125,2.06921320790251,0.0847375769595792,24.419074537493,1.0727447663689e-131,3.71744462341e-130
"BMP3",9.43787386812499,2.48115597617911,0.277877569369692,8.92895378999861,4.30056453782262e-19,1.82030947503606e-18
"BMPR2",167.246259431558,2.16934523751337,0.136958282536122,15.8394599971799,1.6624230095293e-56,2.0615419221477e-55
"BOD1L1",93.141653769162,2.66890958941697,0.0600978235283516,44.4094217182074,0,0
"BPTF",115.880441737645,2.39243326345072,0.0587450887781313,40.7256727874984,0,0
"BRAF",56.0254253414214,2.0182323573154,0.0553534681930642,36.4608112770121,4.63716127404189e-291,6.75539853563093e-289
"BRCA2",8.84120399073175,2.96396081012137,0.156256512583725,18.9685585650916,3.10298964869535e-80,5.65052908721768e-79
"BRIP1",2.45350812594973,2.12481424754309,0.249219413103305,8.52587774397142,1.51655375252911e-17,5.96641034522794e-17
"BRWD1",104.647089329084,2.72238528120936,0.065954011276259,41.27702361887,0,0
"BRWD3",28.5385199958243,2.70231328551729,0.0795799977874069,33.9571922675388,9.55264218763928e-253,1.069682059892e-250
"BTAF1",82.1246258324416,2.00796336230743,0.0722062512007604,27.8087191748058,3.40282105678867e-170,1.91233445532262e-168
"C12orf45",19.4380944264771,2.0522177682801,0.0939480100094451,21.8441856094001,8.82851149219706e-106,2.30787134042538e-104
"C12orf50",4.51902062538106,2.35892892177482,0.245646973950443,9.60292277913713,7.7708963093831e-22,3.7931782408033e-21
"C16orf72",127.761386951559,2.3535908213865,0.0879678507275146,26.7551247634421,1.07637567125092e-157,5.27811011343792e-156
"C19orf68",8.69456502135108,-2.49705056829159,0.259247235893383,-9.63192745213501,5.86194427660927e-22,2.87633989112237e-21
"C1QTNF12",0.964377824978302,-2.7518876656361,0.527868559480071,-5.21320623517831,1.85604352198745e-07,3.91645802945038e-07
"C1QTNF4",0.715085932476624,-2.14849269073746,0.582275396623915,-3.68982220989349,0.000224410832292256,0.00037273461794834
"C2CD6",1.63252324656003,3.56380007203263,0.325716949437037,10.9414019693855,7.30612628094373e-28,4.46551628698822e-27
"C3orf52",17.760822393504,2.03576013361338,0.165478834667455,12.3022387588384,8.80979995182461e-35,6.65614543187957e-34
"C5orf42",55.1281755339247,3.35029581182988,0.0775666678931126,43.1924678838417,0,0
"C6orf163",2.35665129784773,2.5656614687903,0.249285053515978,10.29207901799,7.65063572425051e-25,4.21740591632546e-24
"C8orf34",8.27290393633667,2.25102961191273,0.17898788341802,12.5764357280852,2.84582727878868e-36,2.24037976485961e-35
"CACNA2D1",13.2259646957547,2.69547594266841,0.123881313273006,21.7585354195285,5.7350949602854e-105,1.47607375435819e-103
"CALML6",1.198522933424,-2.21655971095137,0.541738923581559,-4.09156443162176,4.28472861548645e-05,7.58075142971043e-05
"CAMSAP2",54.6303677851328,2.24649522889618,0.0857819925475422,26.1884244254542,3.60023976901412e-151,1.62715655825472e-149
"CASP8AP2",26.6530531780888,2.54819697940207,0.0813119889613383,31.338514921996,1.39498182790199e-215,1.18930126861757e-213
"CASR",5.4871821959479,4.42097519288546,0.380718679871293,11.6121835534312,3.57371227667227e-31,2.44632995946476e-30
"CCDC114",16.2167786067917,-2.29978612601932,0.476071125385523,-4.83076163074782,1.36011760205871e-06,2.70814286344094e-06
"CCDC141",31.232961750539,5.0370106986802,0.244095266318974,20.6354296608851,1.31967366790602e-94,2.97769975743305e-93
"CCDC171",6.21844942958696,2.77604408577599,0.157961943150686,17.5741322903822,3.88793085557435e-69,5.93473067018241e-68
"CCDC186",45.1432342105969,2.55866592029169,0.0782968766083531,32.6790292426393,3.10178112862931e-234,2.98347601506941e-232
"CCDC7",9.399905632116,3.28163838398183,0.139352522120208,23.5491854331207,1.27971362122748e-122,4.00878974666355e-121
"CCDC88A",83.7461738317303,2.33033873984993,0.0962379691862121,24.2143382653984,1.57137900259245e-129,5.26306739595977e-128
"CCP110",25.5125074215043,2.00410945461647,0.114163302937879,17.5547606195923,5.46971017873666e-69,8.34075215771784e-68
"CCSER1",6.14968762119832,4.0676008538145,0.200543059810939,20.282930048286,1.81962538326724e-91,3.93421885820244e-90
"CCSER2",61.6404374821094,2.05129331173123,0.0708433856699729,28.9553257842203,2.40482413047371e-184,1.57573738330821e-182
"CD226",7.50436305146986,2.16357724656505,0.213152301598998,10.1503818177642,3.30069515716348e-24,1.78604150137894e-23
"CD2AP",39.6949114286414,2.32221803905915,0.0895513595400416,25.931689378996,2.92588802175782e-148,1.26887138053399e-146
"CD80",3.754632212152,2.01773824843865,0.199884807263767,10.0945053106315,5.84249029922337e-24,3.12871402354913e-23
"CDKL2",8.4414567041724,2.39174094345747,0.215396460866912,11.1039008432699,1.20085705325139e-28,7.56141841545827e-28
"CDRT4",15.5533319217795,-2.95388044626724,0.351561120539553,-8.40218179340713,4.38258665748584e-17,1.68014084812404e-16
"CEACAM19",12.5339683930947,-2.04755952458493,0.234927409167327,-8.71571151208903,2.88938217765177e-18,1.1762121425845e-17
"CENPC",39.9047745366517,2.12476031746115,0.0799628852750973,26.5718315459892,1.43694479760434e-155,6.86667410447553e-154
"CENPE",4.61496259004616,2.51426380439773,0.190985836775817,13.1646610389703,1.40165262484963e-39,1.20457031133269e-38
"CENPF",10.7106482733236,2.1482068675517,0.206640573992902,10.395861887344,2.58935262813509e-25,1.44812658163127e-24
"CEP128",9.58087421507403,2.74773270499238,0.187848523153572,14.6273851870851,1.87869721351292e-48,1.98659983712202e-47
"CEP152",10.7862322783809,2.11895190025402,0.115151714676275,18.4013925125736,1.28031908620796e-75,2.18806240188502e-74
"CEP170",63.9336537287269,2.44429743900953,0.0949529207861968,25.7422038076458,3.94113421991803e-146,1.65649072744734e-144
"CEP192",47.6147453545535,2.42473974206349,0.0720829362626054,33.638193278225,4.64013868866173e-248,4.97323435881209e-246
"CEP295",27.1099882773986,2.05791516244848,0.0895862528388024,22.9713276003563,9.02127492582768e-117,2.63354533583744e-115
"CEP295NL",0.852928170687561,4.14898434669786,0.412685637631019,10.0536194341889,8.85538923385429e-24,4.71188352673701e-23
"CEP350",95.2663897481693,3.23229545251931,0.0563822269424571,57.3282686371743,0,0
"CEP85L",17.1058947104512,2.84802958184307,0.112399906632763,25.3383625232738,1.20747088214916e-141,4.73057456570447e-140
"CEP97",13.4426352324615,2.34703879324313,0.113560253913632,20.6677839504318,6.75472393023719e-95,1.53335298900468e-93
"CFAP157",44.5858906824835,-2.20822262252733,0.503928635151192,-4.38201457209275,1.17586942364553e-05,2.17960725161226e-05
"CFAP47",6.40104632247471,2.56665248553115,0.519138597187736,4.94406021712727,7.65120528794584e-07,1.54976154624227e-06
"CFAP54",11.8170137685273,3.4261489500411,0.248053234172101,13.8121519014907,2.1530253859006e-43,2.0472842785449e-42
